gene-symbol,gene-name,genetic-category,gene-score,number-of-reports,UMLS_IDs,uniprot_id,protein_gene_name,protein_name,organism,protein_function,protein_UMLS_IDs,pathway_id,pathway_name,match_basis,matched_umls
USP15,ubiquitin specific peptidase 15,Rare Single Gene Mutation,2.0,5,"C1421392,C0041538",Q9Y4E8,USP15 KIAA0529,Ubiquitin carboxyl-terminal hydrolase 15 (EC 3.4.19.12) (Deubiquitinating enzyme 15) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15) (Unph-2) (Unph4),Homo sapiens (Human),"FUNCTION: Hydrolase that removes conjugated ubiquitin from target proteins and regulates various pathways such as the TGF-beta receptor signaling, NF-kappa-B and RNF41/NRDP1-PRKN pathways (PubMed:16005295, PubMed:17318178, PubMed:19576224, PubMed:19826004, PubMed:21947082, PubMed:22344298, PubMed:24852371). Acts as a key regulator of TGF-beta receptor signaling pathway, but the precise mechanism is still unclear: according to a report, acts by promoting deubiquitination of monoubiquitinated R-SMADs (SMAD1, SMAD2 and/or SMAD3), thereby alleviating inhibition of R-SMADs and promoting activation of TGF-beta target genes (PubMed:21947082). According to another reports, regulates the TGF-beta receptor signaling pathway by mediating deubiquitination and stabilization of TGFBR1, leading to an enhanced TGF-beta signal (PubMed:22344298). Able to mediate deubiquitination of monoubiquitinated substrates, 'Lys-27'-, 'Lys-48'- and 'Lys-63'-linked polyubiquitin chains (PubMed:33093067). May also regulate gene expression and/or DNA repair through the deubiquitination of histone H2B (PubMed:24526689). Acts as an inhibitor of mitophagy by counteracting the action of parkin (PRKN): hydrolyzes cleavage of 'Lys-48'- and 'Lys-63'-linked polyubiquitin chains attached by parkin on target proteins such as MFN2, thereby reducing parkin's ability to drive mitophagy (PubMed:24852371). Acts as an associated component of COP9 signalosome complex (CSN) and regulates different pathways via this association: regulates NF-kappa-B by mediating deubiquitination of NFKBIA and deubiquitinates substrates bound to VCP (PubMed:16005295, PubMed:17318178, PubMed:19576224, PubMed:19826004). Involved in endosome organization by mediating deubiquitination of SQSTM1: ubiquitinated SQSTM1 forms a molecular bridge that restrains cognate vesicles in the perinuclear region and its deubiquitination releases target vesicles for fast transport into the cell periphery (PubMed:27368102). Acts as a negative regulator of antifungal immunity by mediating 'Lys-27'-linked deubiquitination of CARD9, thereby inactivating CARD9 (PubMed:33093067). {ECO:0000269|PubMed:16005295, ECO:0000269|PubMed:17318178, ECO:0000269|PubMed:19576224, ECO:0000269|PubMed:19826004, ECO:0000269|PubMed:21947082, ECO:0000269|PubMed:22344298, ECO:0000269|PubMed:24526689, ECO:0000269|PubMed:24852371, ECO:0000269|PubMed:27368102, ECO:0000269|PubMed:33093067}.; FUNCTION: (Microbial infection) Protects APC and human papillomavirus type 16 protein E6 against degradation via the ubiquitin proteasome pathway. {ECO:0000269|PubMed:19553310}.",,hsa04137,Mitophagy,NAME,
USP24,ubiquitin specific peptidase 24,"Rare Single Gene Mutation, Genetic Association",3.0,12,"C1421401,C0030940",Q9UPU5,USP24 KIAA1057,Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24),Homo sapiens (Human),"FUNCTION: Ubiquitin-specific protease that regulates cell survival in various contexts through modulating the protein stability of some of its substrates including DDB2, MCL1 or TP53. Plays a positive role on ferritinophagy where ferritin is degraded in lysosomes and releases free iron. {ECO:0000269|PubMed:23159851, ECO:0000269|PubMed:29695420}.",C1742198,hsa04142,Lysosome,NAME,
USP27X,ubiquitin specific peptidase 27 X-linked,Rare Single Gene Mutation,3.0,7,"C1422016,C0041538",A6NNY8,USP27X USP22L USP27,Ubiquitin carboxyl-terminal hydrolase 27 (EC 3.4.19.12) (Deubiquitinating enzyme 27) (Ubiquitin carboxyl-terminal hydrolase 22-like) (Ubiquitin thioesterase 27) (Ubiquitin-specific-processing protease 27) (X-linked ubiquitin carboxyl-terminal hydrolase 27),Homo sapiens (Human),"FUNCTION: Deubiquitinase involved in innate antiviral immunity by mediating deubiquitination of CGAS and RIGI (PubMed:31534008, PubMed:32027733). Negatively regulates RIGI by mediating 'Lys-63'-linked deubiquitination of RIGI, inhibiting type I interferon signaling (PubMed:32027733). Also regulates 'Lys-63'-linked ubiquitination level of MDA5/IFIH1 (PubMed:32027733). Acts as a positive regulator of the cGAS-STING pathway by catalyzing 'Lys-48'-linked deubiquitination of CGAS, thereby promoting its stabilization (PubMed:31534008). Can reduce the levels of BCL2L11/BIM ubiquitination and stabilize BCL2L11 in response to the RAF-MAPK-degradation signal (By similarity). By acting on BCL2L11 levels, may counteract the anti-apoptotic effects of MAPK activity (By similarity). {ECO:0000250|UniProtKB:Q8CEG8, ECO:0000269|PubMed:31534008, ECO:0000269|PubMed:32027733}.",,,,,
USP30,ubiquitin specific peptidase 30,Rare Single Gene Mutation,3.0,3,"C1426653,C0030940",Q70CQ3,USP30,Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30),Homo sapiens (Human),"FUNCTION: Deubiquitinating enzyme tethered to the mitochondrial outer membrane that acts as a key inhibitor of mitophagy by counteracting the action of parkin (PRKN): hydrolyzes ubiquitin attached by parkin on target proteins, such as RHOT1/MIRO1 and TOMM20, thereby blocking parkin's ability to drive mitophagy (PubMed:18287522, PubMed:24896179, PubMed:25527291, PubMed:25621951). Preferentially cleaves 'Lys-6'- and 'Lys-11'-linked polyubiquitin chains, 2 types of linkage that participate in mitophagic signaling (PubMed:25621951). Does not cleave efficiently polyubiquitin phosphorylated at 'Ser-65' (PubMed:25527291). Acts as a negative regulator of mitochondrial fusion by mediating deubiquitination of MFN1 and MFN2 (By similarity). {ECO:0000250|UniProtKB:Q3UN04, ECO:0000269|PubMed:18287522, ECO:0000269|PubMed:24896179, ECO:0000269|PubMed:25527291, ECO:0000269|PubMed:25621951}.",,hsa04137,Mitophagy,NAME,
USP45,Ubiquitin specific peptidase 45,Rare Single Gene Mutation,2.0,7,"C1426667,C0030940",Q70EL2,USP45,Ubiquitin carboxyl-terminal hydrolase 45 (EC 3.4.19.12) (Deubiquitinating enzyme 45) (Ubiquitin thioesterase 45) (Ubiquitin-specific-processing protease 45),Homo sapiens (Human),"FUNCTION: Catalyzes the deubiquitination of SPDL1 (PubMed:30258100). Plays a role in the repair of UV-induced DNA damage via deubiquitination of ERCC1, promoting its recruitment to DNA damage sites (PubMed:25538220). May be involved in the maintenance of photoreceptor function (PubMed:30573563). May play a role in normal retinal development (By similarity). Plays a role in cell migration (PubMed:30258100). {ECO:0000250|UniProtKB:E9QG68, ECO:0000269|PubMed:25538220, ECO:0000269|PubMed:30258100, ECO:0000269|PubMed:30573563}.",,,,,
USP7,Ubiquitin specific peptidase 7 (herpes virus-associated),"Rare Single Gene Mutation, Syndromic, Functional",2.0,17,"C1421408,C0019340",Q93009,USP7 HAUSP,Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7),Homo sapiens (Human),"FUNCTION: Hydrolase that deubiquitinates target proteins such as ARMC5, FOXO4, DEPTOR, KAT5, p53/TP53, MDM2, ERCC6, DNMT1, UHRF1, PTEN, KMT2E/MLL5 and DAXX (PubMed:11923872, PubMed:15053880, PubMed:16964248, PubMed:18716620, PubMed:25283148, PubMed:25865756, PubMed:26678539, PubMed:28655758, PubMed:33544460, PubMed:35216969). Together with DAXX, prevents MDM2 self-ubiquitination and enhances the E3 ligase activity of MDM2 towards p53/TP53, thereby promoting p53/TP53 ubiquitination and proteasomal degradation (PubMed:15053880, PubMed:16845383, PubMed:18566590, PubMed:20153724). Deubiquitinates p53/TP53, preventing degradation of p53/TP53, and enhances p53/TP53-dependent transcription regulation, cell growth repression and apoptosis (PubMed:25283148). Deubiquitinates p53/TP53 and MDM2 and strongly stabilizes p53/TP53 even in the presence of excess MDM2, and also induces p53/TP53-dependent cell growth repression and apoptosis (PubMed:11923872, PubMed:26786098). Deubiquitination of FOXO4 in presence of hydrogen peroxide is not dependent on p53/TP53 and inhibits FOXO4-induced transcriptional activity (PubMed:16964248). In association with DAXX, is involved in the deubiquitination and translocation of PTEN from the nucleus to the cytoplasm, both processes that are counteracted by PML (PubMed:18716620). Deubiquitinates KMT2E/MLL5 preventing KMT2E/MLL5 proteasomal-mediated degradation (PubMed:26678539). Involved in cell proliferation during early embryonic development. Involved in transcription-coupled nucleotide excision repair (TC-NER) in response to UV damage: recruited to DNA damage sites following interaction with KIAA1530/UVSSA and promotes deubiquitination of ERCC6, preventing UV-induced degradation of ERCC6 (PubMed:22466611, PubMed:22466612). Involved in maintenance of DNA methylation via its interaction with UHRF1 and DNMT1: acts by mediating deubiquitination of UHRF1 and DNMT1, preventing their degradation and promoting DNA methylation by DNMT1 (PubMed:21745816, PubMed:22411829). Deubiquitinates alkylation repair enzyme ALKBH3. OTUD4 recruits USP7 and USP9X to stabilize ALKBH3, thereby promoting the repair of alkylated DNA lesions (PubMed:25944111). Acts as a chromatin regulator via its association with the Polycomb group (PcG) multiprotein PRC1-like complex; may act by deubiquitinating components of the PRC1-like complex (PubMed:20601937). Able to mediate deubiquitination of histone H2B; it is however unsure whether this activity takes place in vivo (PubMed:20601937). Exhibits a preference towards 'Lys-48'-linked ubiquitin chains (PubMed:22689415). Increases regulatory T-cells (Treg) suppressive capacity by deubiquitinating and stabilizing the transcription factor FOXP3 which is crucial for Treg cell function (PubMed:23973222). Plays a role in the maintenance of the circadian clock periodicity via deubiquitination and stabilization of the CRY1 and CRY2 proteins (PubMed:27123980). Deubiquitinates REST, thereby stabilizing REST and promoting the maintenance of neural progenitor cells (PubMed:21258371). Deubiquitinates SIRT7, inhibiting SIRT7 histone deacetylase activity and regulating gluconeogenesis (PubMed:28655758). Involved in the regulation of WASH-dependent actin polymerization at the surface of endosomes and the regulation of endosomal protein recycling (PubMed:26365382). It maintains optimal WASH complex activity and precise F-actin levels via deubiquitination of TRIM27 and WASHC1 (PubMed:26365382). Mediates the deubiquitination of phosphorylated DEPTOR, promoting its stability and leading to decreased mTORC1 signaling (PubMed:35216969). {ECO:0000269|PubMed:11923872, ECO:0000269|PubMed:15053880, ECO:0000269|PubMed:16845383, ECO:0000269|PubMed:16964248, ECO:0000269|PubMed:18566590, ECO:0000269|PubMed:18716620, ECO:0000269|PubMed:20153724, ECO:0000269|PubMed:20601937, ECO:0000269|PubMed:21258371, ECO:0000269|PubMed:21745816, ECO:0000269|PubMed:22411829, ECO:0000269|PubMed:22466611, ECO:0000269|PubMed:22466612, ECO:0000269|PubMed:22689415, ECO:0000269|PubMed:23973222, ECO:0000269|PubMed:25283148, ECO:0000269|PubMed:25865756, ECO:0000269|PubMed:25944111, ECO:0000269|PubMed:26365382, ECO:0000269|PubMed:26678539, ECO:0000269|PubMed:26786098, ECO:0000269|PubMed:27123980, ECO:0000269|PubMed:28655758, ECO:0000269|PubMed:33544460, ECO:0000269|PubMed:35216969}.; FUNCTION: (Microbial infection) Contributes to the overall stabilization and trans-activation capability of the herpesvirus 1 trans-acting transcriptional protein ICP0/VMW110 during HSV-1 infection. {ECO:0000269|PubMed:14506283, ECO:0000269|PubMed:16160161, ECO:0000269|PubMed:18590780}.; FUNCTION: (Microbial infection) Upon infection with Epstein-Barr virus, the interaction with viral EBNA1 increases the association of USP7 with PML proteins, which is required for the polyubiquitylation and degradation of PML. {ECO:0000269|PubMed:20719947, ECO:0000269|PubMed:24216761}.",C1142946,hsa03420,Nucleotide excision repair,NAME,
USP7,Ubiquitin specific peptidase 7 (herpes virus-associated),"Rare Single Gene Mutation, Syndromic, Functional",2.0,17,"C1421408,C0019340",Q93009,USP7 HAUSP,Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7),Homo sapiens (Human),"FUNCTION: Hydrolase that deubiquitinates target proteins such as ARMC5, FOXO4, DEPTOR, KAT5, p53/TP53, MDM2, ERCC6, DNMT1, UHRF1, PTEN, KMT2E/MLL5 and DAXX (PubMed:11923872, PubMed:15053880, PubMed:16964248, PubMed:18716620, PubMed:25283148, PubMed:25865756, PubMed:26678539, PubMed:28655758, PubMed:33544460, PubMed:35216969). Together with DAXX, prevents MDM2 self-ubiquitination and enhances the E3 ligase activity of MDM2 towards p53/TP53, thereby promoting p53/TP53 ubiquitination and proteasomal degradation (PubMed:15053880, PubMed:16845383, PubMed:18566590, PubMed:20153724). Deubiquitinates p53/TP53, preventing degradation of p53/TP53, and enhances p53/TP53-dependent transcription regulation, cell growth repression and apoptosis (PubMed:25283148). Deubiquitinates p53/TP53 and MDM2 and strongly stabilizes p53/TP53 even in the presence of excess MDM2, and also induces p53/TP53-dependent cell growth repression and apoptosis (PubMed:11923872, PubMed:26786098). Deubiquitination of FOXO4 in presence of hydrogen peroxide is not dependent on p53/TP53 and inhibits FOXO4-induced transcriptional activity (PubMed:16964248). In association with DAXX, is involved in the deubiquitination and translocation of PTEN from the nucleus to the cytoplasm, both processes that are counteracted by PML (PubMed:18716620). Deubiquitinates KMT2E/MLL5 preventing KMT2E/MLL5 proteasomal-mediated degradation (PubMed:26678539). Involved in cell proliferation during early embryonic development. Involved in transcription-coupled nucleotide excision repair (TC-NER) in response to UV damage: recruited to DNA damage sites following interaction with KIAA1530/UVSSA and promotes deubiquitination of ERCC6, preventing UV-induced degradation of ERCC6 (PubMed:22466611, PubMed:22466612). Involved in maintenance of DNA methylation via its interaction with UHRF1 and DNMT1: acts by mediating deubiquitination of UHRF1 and DNMT1, preventing their degradation and promoting DNA methylation by DNMT1 (PubMed:21745816, PubMed:22411829). Deubiquitinates alkylation repair enzyme ALKBH3. OTUD4 recruits USP7 and USP9X to stabilize ALKBH3, thereby promoting the repair of alkylated DNA lesions (PubMed:25944111). Acts as a chromatin regulator via its association with the Polycomb group (PcG) multiprotein PRC1-like complex; may act by deubiquitinating components of the PRC1-like complex (PubMed:20601937). Able to mediate deubiquitination of histone H2B; it is however unsure whether this activity takes place in vivo (PubMed:20601937). Exhibits a preference towards 'Lys-48'-linked ubiquitin chains (PubMed:22689415). Increases regulatory T-cells (Treg) suppressive capacity by deubiquitinating and stabilizing the transcription factor FOXP3 which is crucial for Treg cell function (PubMed:23973222). Plays a role in the maintenance of the circadian clock periodicity via deubiquitination and stabilization of the CRY1 and CRY2 proteins (PubMed:27123980). Deubiquitinates REST, thereby stabilizing REST and promoting the maintenance of neural progenitor cells (PubMed:21258371). Deubiquitinates SIRT7, inhibiting SIRT7 histone deacetylase activity and regulating gluconeogenesis (PubMed:28655758). Involved in the regulation of WASH-dependent actin polymerization at the surface of endosomes and the regulation of endosomal protein recycling (PubMed:26365382). It maintains optimal WASH complex activity and precise F-actin levels via deubiquitination of TRIM27 and WASHC1 (PubMed:26365382). Mediates the deubiquitination of phosphorylated DEPTOR, promoting its stability and leading to decreased mTORC1 signaling (PubMed:35216969). {ECO:0000269|PubMed:11923872, ECO:0000269|PubMed:15053880, ECO:0000269|PubMed:16845383, ECO:0000269|PubMed:16964248, ECO:0000269|PubMed:18566590, ECO:0000269|PubMed:18716620, ECO:0000269|PubMed:20153724, ECO:0000269|PubMed:20601937, ECO:0000269|PubMed:21258371, ECO:0000269|PubMed:21745816, ECO:0000269|PubMed:22411829, ECO:0000269|PubMed:22466611, ECO:0000269|PubMed:22466612, ECO:0000269|PubMed:22689415, ECO:0000269|PubMed:23973222, ECO:0000269|PubMed:25283148, ECO:0000269|PubMed:25865756, ECO:0000269|PubMed:25944111, ECO:0000269|PubMed:26365382, ECO:0000269|PubMed:26678539, ECO:0000269|PubMed:26786098, ECO:0000269|PubMed:27123980, ECO:0000269|PubMed:28655758, ECO:0000269|PubMed:33544460, ECO:0000269|PubMed:35216969}.; FUNCTION: (Microbial infection) Contributes to the overall stabilization and trans-activation capability of the herpesvirus 1 trans-acting transcriptional protein ICP0/VMW110 during HSV-1 infection. {ECO:0000269|PubMed:14506283, ECO:0000269|PubMed:16160161, ECO:0000269|PubMed:18590780}.; FUNCTION: (Microbial infection) Upon infection with Epstein-Barr virus, the interaction with viral EBNA1 increases the association of USP7 with PML proteins, which is required for the polyubiquitylation and degradation of PML. {ECO:0000269|PubMed:20719947, ECO:0000269|PubMed:24216761}.",C1142946,hsa04210,Apoptosis,NAME,
USP7,Ubiquitin specific peptidase 7 (herpes virus-associated),"Rare Single Gene Mutation, Syndromic, Functional",2.0,17,"C1421408,C0019340",Q93009,USP7 HAUSP,Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7),Homo sapiens (Human),"FUNCTION: Hydrolase that deubiquitinates target proteins such as ARMC5, FOXO4, DEPTOR, KAT5, p53/TP53, MDM2, ERCC6, DNMT1, UHRF1, PTEN, KMT2E/MLL5 and DAXX (PubMed:11923872, PubMed:15053880, PubMed:16964248, PubMed:18716620, PubMed:25283148, PubMed:25865756, PubMed:26678539, PubMed:28655758, PubMed:33544460, PubMed:35216969). Together with DAXX, prevents MDM2 self-ubiquitination and enhances the E3 ligase activity of MDM2 towards p53/TP53, thereby promoting p53/TP53 ubiquitination and proteasomal degradation (PubMed:15053880, PubMed:16845383, PubMed:18566590, PubMed:20153724). Deubiquitinates p53/TP53, preventing degradation of p53/TP53, and enhances p53/TP53-dependent transcription regulation, cell growth repression and apoptosis (PubMed:25283148). Deubiquitinates p53/TP53 and MDM2 and strongly stabilizes p53/TP53 even in the presence of excess MDM2, and also induces p53/TP53-dependent cell growth repression and apoptosis (PubMed:11923872, PubMed:26786098). Deubiquitination of FOXO4 in presence of hydrogen peroxide is not dependent on p53/TP53 and inhibits FOXO4-induced transcriptional activity (PubMed:16964248). In association with DAXX, is involved in the deubiquitination and translocation of PTEN from the nucleus to the cytoplasm, both processes that are counteracted by PML (PubMed:18716620). Deubiquitinates KMT2E/MLL5 preventing KMT2E/MLL5 proteasomal-mediated degradation (PubMed:26678539). Involved in cell proliferation during early embryonic development. Involved in transcription-coupled nucleotide excision repair (TC-NER) in response to UV damage: recruited to DNA damage sites following interaction with KIAA1530/UVSSA and promotes deubiquitination of ERCC6, preventing UV-induced degradation of ERCC6 (PubMed:22466611, PubMed:22466612). Involved in maintenance of DNA methylation via its interaction with UHRF1 and DNMT1: acts by mediating deubiquitination of UHRF1 and DNMT1, preventing their degradation and promoting DNA methylation by DNMT1 (PubMed:21745816, PubMed:22411829). Deubiquitinates alkylation repair enzyme ALKBH3. OTUD4 recruits USP7 and USP9X to stabilize ALKBH3, thereby promoting the repair of alkylated DNA lesions (PubMed:25944111). Acts as a chromatin regulator via its association with the Polycomb group (PcG) multiprotein PRC1-like complex; may act by deubiquitinating components of the PRC1-like complex (PubMed:20601937). Able to mediate deubiquitination of histone H2B; it is however unsure whether this activity takes place in vivo (PubMed:20601937). Exhibits a preference towards 'Lys-48'-linked ubiquitin chains (PubMed:22689415). Increases regulatory T-cells (Treg) suppressive capacity by deubiquitinating and stabilizing the transcription factor FOXP3 which is crucial for Treg cell function (PubMed:23973222). Plays a role in the maintenance of the circadian clock periodicity via deubiquitination and stabilization of the CRY1 and CRY2 proteins (PubMed:27123980). Deubiquitinates REST, thereby stabilizing REST and promoting the maintenance of neural progenitor cells (PubMed:21258371). Deubiquitinates SIRT7, inhibiting SIRT7 histone deacetylase activity and regulating gluconeogenesis (PubMed:28655758). Involved in the regulation of WASH-dependent actin polymerization at the surface of endosomes and the regulation of endosomal protein recycling (PubMed:26365382). It maintains optimal WASH complex activity and precise F-actin levels via deubiquitination of TRIM27 and WASHC1 (PubMed:26365382). Mediates the deubiquitination of phosphorylated DEPTOR, promoting its stability and leading to decreased mTORC1 signaling (PubMed:35216969). {ECO:0000269|PubMed:11923872, ECO:0000269|PubMed:15053880, ECO:0000269|PubMed:16845383, ECO:0000269|PubMed:16964248, ECO:0000269|PubMed:18566590, ECO:0000269|PubMed:18716620, ECO:0000269|PubMed:20153724, ECO:0000269|PubMed:20601937, ECO:0000269|PubMed:21258371, ECO:0000269|PubMed:21745816, ECO:0000269|PubMed:22411829, ECO:0000269|PubMed:22466611, ECO:0000269|PubMed:22466612, ECO:0000269|PubMed:22689415, ECO:0000269|PubMed:23973222, ECO:0000269|PubMed:25283148, ECO:0000269|PubMed:25865756, ECO:0000269|PubMed:25944111, ECO:0000269|PubMed:26365382, ECO:0000269|PubMed:26678539, ECO:0000269|PubMed:26786098, ECO:0000269|PubMed:27123980, ECO:0000269|PubMed:28655758, ECO:0000269|PubMed:33544460, ECO:0000269|PubMed:35216969}.; FUNCTION: (Microbial infection) Contributes to the overall stabilization and trans-activation capability of the herpesvirus 1 trans-acting transcriptional protein ICP0/VMW110 during HSV-1 infection. {ECO:0000269|PubMed:14506283, ECO:0000269|PubMed:16160161, ECO:0000269|PubMed:18590780}.; FUNCTION: (Microbial infection) Upon infection with Epstein-Barr virus, the interaction with viral EBNA1 increases the association of USP7 with PML proteins, which is required for the polyubiquitylation and degradation of PML. {ECO:0000269|PubMed:20719947, ECO:0000269|PubMed:24216761}.",C1142946,hsa04215,Apoptosis,NAME,
USP9X,ubiquitin specific peptidase 9 X-linked,"Rare Single Gene Mutation, Syndromic, Functional",1.0,21,"C1421409,C0241764",Q93008,USP9X DFFRX FAM USP9,"Ubiquitin carboxyl-terminal hydrolase 9X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)",Homo sapiens (Human),"FUNCTION: Deubiquitinase involved both in the processing of ubiquitin precursors and of ubiquitinated proteins (PubMed:18254724, PubMed:19135894, PubMed:22371489, PubMed:25944111, PubMed:29626158, PubMed:30914461, PubMed:37454738). May therefore play an important regulatory role at the level of protein turnover by preventing degradation of proteins through the removal of conjugated ubiquitin (PubMed:18254724, PubMed:19135894, PubMed:22371489, PubMed:25944111, PubMed:29626158, PubMed:30914461, PubMed:37454738). Specifically hydrolyzes 'Lys-11'-, followed by 'Lys-63'-, 'Lys-48'- and 'Lys-6'-linked polyubiquitins chains (PubMed:30914461). Essential component of TGF-beta/BMP signaling cascade (PubMed:19135894). Specifically deubiquitinates monoubiquitinated SMAD4, opposing the activity of E3 ubiquitin-protein ligase TRIM33 (PubMed:19135894). Deubiquitinates alkylation repair enzyme ALKBH3 (PubMed:25944111). OTUD4 recruits USP7 and USP9X to stabilize ALKBH3, thereby promoting the repair of alkylated DNA lesions (PubMed:25944111). Deubiquitinates RNA demethylase enzyme ALKBH5, promoting its stability (PubMed:37454738). Deubiquitinates mTORC2 complex component RICTOR at 'Lys-294' by removing 'Lys-63'-linked polyubiquitin chains, stabilizing RICTOR and enhancing its binding to MTOR, thus promoting mTORC2 complex assembly (PubMed:33378666). Regulates chromosome alignment and segregation in mitosis by regulating the localization of BIRC5/survivin to mitotic centromeres (PubMed:16322459). Involved in axonal growth and neuronal cell migration (PubMed:24607389). Regulates cellular clock function by enhancing the protein stability and transcriptional activity of the core circadian protein BMAL1 via its deubiquitinating activity (PubMed:29626158). Acts as a regulator of peroxisome import by mediating deubiquitination of PEX5: specifically deubiquitinates PEX5 monoubiquitinated at 'Cys-11' following its retrotranslocation into the cytosol, resetting PEX5 for a subsequent import cycle (PubMed:22371489). Deubiquitinates PEG10 (By similarity). Inhibits the activation of the Hippo signaling pathway via deubiquitination of AMOTL2 at 'Lys-347' and 'Lys-408' which prohibits its interaction with and activation of LATS2. Loss of LATS2 activation and subsequent loss of YAP1 phosphorylation results in an increase in YAP1-driven transcription of target genes (PubMed:26598551, PubMed:34404733). {ECO:0000250|UniProtKB:P70398, ECO:0000269|PubMed:16322459, ECO:0000269|PubMed:18254724, ECO:0000269|PubMed:19135894, ECO:0000269|PubMed:22371489, ECO:0000269|PubMed:24607389, ECO:0000269|PubMed:25944111, ECO:0000269|PubMed:26598551, ECO:0000269|PubMed:29626158, ECO:0000269|PubMed:30914461, ECO:0000269|PubMed:33378666, ECO:0000269|PubMed:34404733, ECO:0000269|PubMed:37454738}.",,hsa04390,Hippo signaling pathway,NAME,
USP9X,ubiquitin specific peptidase 9 X-linked,"Rare Single Gene Mutation, Syndromic, Functional",1.0,21,"C1421409,C0241764",Q93008,USP9X DFFRX FAM USP9,"Ubiquitin carboxyl-terminal hydrolase 9X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)",Homo sapiens (Human),"FUNCTION: Deubiquitinase involved both in the processing of ubiquitin precursors and of ubiquitinated proteins (PubMed:18254724, PubMed:19135894, PubMed:22371489, PubMed:25944111, PubMed:29626158, PubMed:30914461, PubMed:37454738). May therefore play an important regulatory role at the level of protein turnover by preventing degradation of proteins through the removal of conjugated ubiquitin (PubMed:18254724, PubMed:19135894, PubMed:22371489, PubMed:25944111, PubMed:29626158, PubMed:30914461, PubMed:37454738). Specifically hydrolyzes 'Lys-11'-, followed by 'Lys-63'-, 'Lys-48'- and 'Lys-6'-linked polyubiquitins chains (PubMed:30914461). Essential component of TGF-beta/BMP signaling cascade (PubMed:19135894). Specifically deubiquitinates monoubiquitinated SMAD4, opposing the activity of E3 ubiquitin-protein ligase TRIM33 (PubMed:19135894). Deubiquitinates alkylation repair enzyme ALKBH3 (PubMed:25944111). OTUD4 recruits USP7 and USP9X to stabilize ALKBH3, thereby promoting the repair of alkylated DNA lesions (PubMed:25944111). Deubiquitinates RNA demethylase enzyme ALKBH5, promoting its stability (PubMed:37454738). Deubiquitinates mTORC2 complex component RICTOR at 'Lys-294' by removing 'Lys-63'-linked polyubiquitin chains, stabilizing RICTOR and enhancing its binding to MTOR, thus promoting mTORC2 complex assembly (PubMed:33378666). Regulates chromosome alignment and segregation in mitosis by regulating the localization of BIRC5/survivin to mitotic centromeres (PubMed:16322459). Involved in axonal growth and neuronal cell migration (PubMed:24607389). Regulates cellular clock function by enhancing the protein stability and transcriptional activity of the core circadian protein BMAL1 via its deubiquitinating activity (PubMed:29626158). Acts as a regulator of peroxisome import by mediating deubiquitination of PEX5: specifically deubiquitinates PEX5 monoubiquitinated at 'Cys-11' following its retrotranslocation into the cytosol, resetting PEX5 for a subsequent import cycle (PubMed:22371489). Deubiquitinates PEG10 (By similarity). Inhibits the activation of the Hippo signaling pathway via deubiquitination of AMOTL2 at 'Lys-347' and 'Lys-408' which prohibits its interaction with and activation of LATS2. Loss of LATS2 activation and subsequent loss of YAP1 phosphorylation results in an increase in YAP1-driven transcription of target genes (PubMed:26598551, PubMed:34404733). {ECO:0000250|UniProtKB:P70398, ECO:0000269|PubMed:16322459, ECO:0000269|PubMed:18254724, ECO:0000269|PubMed:19135894, ECO:0000269|PubMed:22371489, ECO:0000269|PubMed:24607389, ECO:0000269|PubMed:25944111, ECO:0000269|PubMed:26598551, ECO:0000269|PubMed:29626158, ECO:0000269|PubMed:30914461, ECO:0000269|PubMed:33378666, ECO:0000269|PubMed:34404733, ECO:0000269|PubMed:37454738}.",,hsa04392,Hippo signaling pathway,NAME,
